20	34	86
40	64	246
60	108	432
80	128	638
100	168	862
120	218	1080
140	260	1308
160	286	1576
180	338	1832
200	358	2098
220	392	2364
240	452	2630
260	470	2878
280	514	3194
300	540	3478
320	590	3764
340	620	4066
360	658	4340
380	680	4668
400	738	4994
420	770	5296
440	818	5580
460	866	5872
480	884	6186
500	932	6506
520	970	6830
540	1020	7126
560	1026	7494
580	1096	7796
600	1102	8172
620	1158	8482
640	1188	8806
660	1224	9156
680	1288	9490
700	1282	9834
720	1322	10146
740	1354	10500
760	1380	10880
780	1464	11210
800	1504	11510
820	1484	11908
840	1584	12252
860	1570	12530
880	1638	12882
900	1662	13316
920	1722	13618
940	1756	13970
960	1810	14302
980	1820	14616
1000	1874	14998
1020	1894	15332
1040	1930	15686
1060	1966	16096
1080	2014	16474
1100	2054	16816
1120	2082	17170
1140	2100	17580
1160	2182	17930
1180	2204	18322
1200	2236	18678
1220	2294	19004
1240	2356	19418
1260	2352	19762
1280	2378	20110
1300	2416	20572
1320	2468	20902
1340	2510	21272
1360	2538	21646
1380	2606	22008
1400	2596	22390
1420	2668	22824
1440	2704	23176
1460	2752	23540
1480	2790	23896
1500	2824	24358
1520	2844	24732
1540	2864	25088
1560	2918	25482
1580	2986	25858
1600	3006	26156
1620	3044	26648
1640	3104	26994
1660	3074	27410
1680	3112	27766
1700	3198	28108
1720	3226	28536
1740	3262	28994
1760	3300	29332
1780	3304	29656
1800	3360	30074
1820	3368	30434
1840	3434	30872
1860	3500	31232
1880	3490	31646
1900	3586	32052
1920	3538	32400
1940	3624	32790
1960	3706	33222
1980	3714	33586
2000	3740	33970
2020	3838	34406
2040	3838	34752
2060	3834	35146
2080	3874	35576
2100	3952	35978
2120	3978	36352
2140	3996	36720
2160	4062	37194
2180	4038	37534
2200	4118	37978
2220	4150	38378
2240	4200	38800
2260	4212	39200
2280	4278	39734
2300	4346	40072
2320	4304	40432
2340	4434	40830
2360	4444	41294
2380	4456	41662
2400	4508	42050
2420	4512	42530
2440	4616	42992
2460	4604	43314
2480	4626	43810
2500	4710	44210
2520	4722	44568
2540	4776	45110
2560	4790	45390
2580	4866	45844
2600	4878	46282
2620	4926	46600
2640	4954	47114
2660	4980	47470
2680	5018	47994
2700	5074	48378
2720	5062	48698
2740	5118	49092
2760	5210	49632
2780	5208	50004
2800	5250	50444
2820	5290	50916
2840	5368	51250
2860	5396	51778
2880	5384	52098
2900	5436	52564
2920	5460	52902
2940	5522	53342
2960	5450	53780
2980	5624	54208
3000	5586	54542
3020	5706	55106
3040	5702	55474
3060	5708	55936
3080	5816	56332
3100	5818	56766
3120	5840	57202
3140	5868	57600
3160	5878	58002
3180	5954	58498
3200	6026	58806
3220	6024	59368
3240	6022	59618
3260	6128	60210
3280	6166	60582
3300	6176	60978
3320	6216	61454
3340	6212	61804
3360	6396	62270
3380	6366	62682
3400	6454	63126
3420	6392	63538
3440	6370	63970
3460	6496	64356
3480	6514	64746
3500	6574	65180
3520	6626	65758
3540	6632	66040
3560	6744	66396
3580	6700	66990
3600	6786	67366
3620	6812	67818
3640	6826	68204
3660	6890	68712
3680	6910	69032
3700	6970	69502
3720	7008	69988
3740	7050	70282
3760	7040	70762
3780	7122	71208
3800	7168	71654
3820	7200	72034
3840	7214	72506
3860	7228	72884
3880	7266	73388
3900	7318	73836
3920	7370	74134
3940	7414	74684
3960	7432	74996
3980	7448	75558
4000	7490	75880
4020	7546	76344
4040	7536	76736
4060	7566	77242
4080	7642	77646
4100	7728	78054
4120	7742	78518
4140	7732	78940
4160	7826	79384
4180	7874	79822
4200	7902	80282
4220	7858	80680
4240	7966	81200
4260	8036	81670
4280	8054	82070
4300	8068	82610
4320	8122	82988
4340	8136	83468
4360	8058	83856
4380	8236	84324
4400	8292	84768
4420	8280	85214
4440	8328	85650
4460	8450	86094
4480	8398	86594
4500	8464	87020
4520	8396	87452
4540	8516	87842
4560	8576	88466
4580	8588	88884
4600	8648	89262
4620	8700	89666
4640	8606	90198
4660	8732	90574
4680	8750	91008
4700	8904	91508
4720	8844	91970
4740	8842	92460
4760	8958	92862
4780	8952	93288
4800	8996	93732
4820	9034	94270
4840	9076	94672
4860	9076	95068
4880	9240	95536
4900	9248	96076
4920	9268	96444
4940	9242	96888
4960	9284	97418
4980	9354	97972
5000	9418	98340
