1	1
2	2
3	2
4	4
5	2
6	2
7	2
8	2
9	6
10	2
11	7
12	6
13	5
14	4
15	6
16	7
17	2
18	7
19	4
20	8
21	8
22	4
23	9
24	9
25	9
26	9
27	8
28	9
29	2
30	9
31	9
32	8
33	11
34	11
35	2
36	9
37	9
38	9
39	8
40	9
41	8
42	6
43	11
44	10
45	2
46	9
47	8
48	2
49	11
50	8
51	9
52	9
53	11
54	8
55	10
56	11
57	4
58	8
59	10
60	11
61	4
62	11
63	11
64	10
65	13
66	2
67	10
68	6
69	10
70	12
71	11
72	11
73	11
74	4
75	10
76	8
77	11
78	10
79	10
80	10
81	13
82	12
83	13
84	11
85	13
86	12
87	10
88	13
89	10
90	13
91	13
92	11
93	12
94	13
95	10
96	13
97	10
98	11
99	12
100	13
101	13
102	13
103	10
104	12
105	11
106	10
107	12
108	10
109	13
110	10
111	10
112	10
113	13
114	12
115	13
116	6
117	13
118	13
119	13
120	13
121	10
122	12
123	12
124	12
125	4
126	13
127	13
128	13
129	13
130	12
131	13
132	13
133	8
134	8
135	13
136	12
137	12
138	12
139	13
140	12
141	12
142	13
143	6
144	8
145	10
146	14
147	13
148	12
149	12
150	14
151	13
152	13
153	12
154	13
155	12
156	14
157	10
158	12
159	10
160	12
161	14
162	14
163	8
164	13
165	14
166	13
167	8
168	12
169	13
170	12
171	14
172	14
173	10
174	12
175	14
176	13
177	14
178	13
179	15
180	10
181	13
182	13
183	15
184	14
185	15
186	15
187	12
188	8
189	15
190	13
191	15
192	14
193	12
194	12
195	13
196	10
197	14
198	14
199	12
200	12
201	14
202	12
203	15
204	12
205	14
206	14
207	14
208	14
209	15
210	2
211	14
212	15
213	15
214	10
215	15
216	12
217	8
218	13
219	12
220	12
221	15
222	15
223	14
224	14
225	12
226	15
227	15
228	15
229	15
230	15
231	12
232	12
233	12
234	14
235	15
236	12
237	15
238	14
239	15
240	15
241	15
242	15
243	15
244	14
245	15
246	12
247	12
248	12
249	15
250	15
251	12
252	14
253	15
254	14
255	15
256	14
257	15
258	14
259	14
260	12
261	17
262	14
263	12
264	17
265	12
266	15
267	14
268	15
269	14
270	15
271	15
272	15
273	15
274	15
275	14
276	15
277	15
278	12
279	15
280	16
281	15
282	15
283	12
284	15
285	15
286	14
287	14
288	15
289	17
290	15
291	12
292	16
293	14
294	14
295	15
296	14
297	17
298	15
299	12
300	12
301	15
302	15
303	15
304	15
305	17
306	17
307	15
308	14
309	15
310	14
311	15
312	12
313	14
314	17
315	15
316	17
317	17
318	14
319	14
320	15
321	17
322	14
323	14
324	16
325	17
326	8
327	17
328	14
329	12
330	17
331	15
332	12
333	14
334	15
335	15
336	17
337	17
338	12
339	15
340	14
341	14
342	14
343	14
344	15
345	12
346	10
347	16
348	14
349	16
350	15
351	15
352	17
353	14
354	14
355	14
356	14
357	14
358	16
359	15
360	15
361	15
362	17
363	17
364	15
365	17
366	15
367	15
368	14
369	4
370	17
371	17
372	6
373	12
374	15
375	15
376	16
377	16
378	16
379	17
380	14
381	14
382	12
383	15
384	16
385	16
386	14
387	16
388	17
389	17
390	15
391	15
392	17
393	17
394	16
395	15
396	17
397	16
398	15
399	14
400	17
401	16
402	15
403	16
404	14
405	17
406	14
407	17
408	17
409	17
410	14
411	16
412	16
413	17
414	12
415	17
416	14
417	17
418	6
419	17
420	12
421	17
422	17
423	15
424	17
425	16
426	17
427	16
428	17
429	15
430	17
431	17
432	15
433	10
434	12
435	15
436	12
437	14
438	6
439	12
440	15
441	15
442	17
443	17
444	16
445	17
446	14
447	17
448	17
449	16
450	17
451	14
452	17
453	17
454	16
455	17
456	14
457	16
458	16
459	16
460	17
461	16
462	17
463	17
464	16
465	17
466	17
467	16
468	17
469	8
470	17
471	17
472	16
473	14
474	10
475	17
476	17
477	17
478	16
479	16
480	17
481	17
482	6
483	17
484	17
485	10
486	17
487	17
488	17
489	17
490	14
491	14
492	17
493	17
494	17
495	17
496	17
497	17
498	16
499	17
500	17
501	17
502	10
503	16
504	17
505	17
506	17
507	17
508	14
509	17
510	16
511	17
512	10
513	17
514	2
515	12
516	17
517	17
518	17
519	17
520	16
521	17
522	16
523	17
524	14
525	12
526	16
527	12
528	12
529	10
530	17
531	17
532	17
533	4
534	14
535	10
536	16
537	8
538	16
539	16
540	12
541	17
542	18
543	17
544	16
545	16
546	14
547	18
548	19
549	16
550	8
551	14
552	18
553	19
554	17
555	17
556	17
557	17
558	17
559	17
560	16
561	17
562	16
563	16
564	19
565	16
566	19
