0.92617	0.54619
0.28897	0.10848
0.13836	0.64313
0.83675	0.17535
0.04055	0.20874
0.89941	0.59431
0.99147	0.11792
0.33522	0.14935
0.88953	0.42942
0.71588	0.89249
0.19741	0.45135
0.38403	0.56711
0.68303	0.96257
0.75651	0.29029
0.25670	0.39933
0.03438	0.77517
0.84991	0.37842
0.46819	0.93453
0.71288	0.12156
0.97895	0.98473
0.00117	0.28100
0.73833	0.24042
0.07501	0.12113
0.77122	0.59645
0.51022	0.29358
0.69607	0.49158
0.91473	0.77062
0.55630	0.76212
0.73012	0.68651
0.35764	0.34855
0.33369	0.72144
0.64265	0.47748
0.58221	0.60795
0.52379	0.27800
0.43733	0.77830
0.06337	0.71196
0.87728	0.37049
0.49513	0.16208
0.35974	0.91619
0.70031	0.98523
0.55721	0.57160
0.64786	0.15139
0.30102	0.12313
0.96513	0.00343
0.31801	0.38018
0.83756	0.60139
0.05708	0.46406
0.63635	0.90506
0.50913	0.04198
0.07245	0.37091
0.46851	0.72800
0.97085	0.86416
0.02383	0.98517
0.43237	0.86908
0.04016	0.25415
0.25722	0.69383
0.96629	0.89538
0.89710	0.90615
0.98272	0.67628
0.83717	0.60340
0.44525	0.34164
0.31370	0.76161
0.73731	0.19867
0.55481	0.53220
0.12208	0.28776
0.85919	0.52130
0.93955	0.47779
0.55924	0.85850
0.28762	0.44113
0.16154	0.81487
0.59935	0.58490
0.04956	0.11057
0.34048	0.01309
0.17978	0.22396
0.04371	0.37764
0.47577	0.25435
0.75100	0.63093
0.44537	0.03210
0.13058	0.21840
0.99726	0.63204
0.55179	0.02491
0.23878	0.12127
0.87219	0.90517
0.09325	0.13408
0.52559	0.16883
0.34143	0.10266
0.84433	0.75872
0.73570	0.83309
0.65976	0.99037
0.09267	0.19350
0.92864	0.42444
0.30534	0.60366
0.82379	0.79428
0.33534	0.60861
0.66077	0.48493
0.19945	0.13352
0.86010	0.31378
0.39808	0.45854
0.34336	0.51882
0.47518	0.39626
0.60899	0.20951
0.92774	0.07439
0.30997	0.08326
0.61612	0.18779
0.58121	0.96761
0.68055	0.71331
0.78904	0.33882
0.03271	0.47762
0.03014	0.30524
0.07838	0.07640
0.54916	0.66420
0.14251	0.59843
0.79647	0.67825
0.15133	0.72810
0.55808	0.25686
0.78347	0.24289
0.13458	0.09518
0.77706	0.65896
0.86237	0.34989
0.79244	0.33265
0.50444	0.13752
0.16581	0.57013
0.21389	0.82115
0.76456	0.39400
0.97612	0.66400
0.18963	0.50139
0.56850	0.72021
0.32679	0.83268
0.45396	0.30235
0.43733	0.56827
0.86582	0.58696
0.76376	0.84580
0.28112	0.18042
0.13616	0.58319
0.82927	0.62576
0.57692	0.46828
0.73806	0.62869
0.82891	0.41177
0.55613	0.37215
0.56540	0.64470
0.27519	0.69808
0.91180	0.50490
0.36124	0.74383
0.12259	0.36949
0.85845	0.89597
0.82668	0.94002
0.33349	0.55181
0.89499	0.13366
0.72181	0.24688
0.57397	0.76564
0.47881	0.94188
0.60682	0.00611
0.92215	0.03653
0.43744	0.03658
0.48677	0.90673
0.99027	0.10431
0.50817	0.27799
0.12005	0.39373
0.21018	0.38835
0.10266	0.38449
0.23239	0.18686
0.48221	0.17404
0.39977	0.85973
0.64366	0.44741
0.29254	0.55206
0.81907	0.63605
0.50750	0.08096
0.03759	0.54972
0.48985	0.97031
0.43383	0.27566
0.62137	0.73540
0.73254	0.89785
0.74333	0.83578
0.78036	0.19883
0.56780	0.51392
0.08497	0.60282
0.62588	0.62250
0.40392	0.36213
0.13785	0.27484
0.92043	0.99787
0.50709	0.62533
0.68627	0.57436
0.77806	0.39897
0.36468	0.81160
0.74660	0.18691
0.69133	0.69549
0.61222	0.40379
0.36162	0.33263
0.81504	0.67473
0.50610	0.99902
0.25316	0.00908
0.01216	0.61737
0.04152	0.42738
0.55093	0.25975
0.91491	0.13397
0.50389	0.93855
0.34457	0.39222
0.71412	0.57796
0.88480	0.85888
0.98481	0.25539
0.73760	0.64186
0.33426	0.18647
0.64269	0.92022
0.66579	0.58349
0.61290	0.40365
0.67780	0.87297
0.77297	0.53582
0.67633	0.62663
0.97778	0.34010
0.90328	0.60983
0.23605	0.03376
0.25167	0.44689
0.98549	0.93566
0.01971	0.12462
0.69033	0.92646
0.38762	0.28351
0.93930	0.55142
0.34717	0.42891
0.76245	0.40321
0.82960	0.67155
0.31401	0.29276
0.12064	0.69771
0.29961	0.85670
0.79497	0.31054
0.86670	0.77334
0.43112	0.45115
0.31195	0.38281
0.22274	0.42998
0.83344	0.24530
0.60143	0.07454
0.06395	0.71945
0.30292	0.93460
0.12327	0.40157
0.51305	0.64672
0.59753	0.84812
0.10141	0.83254
0.03921	0.42754
0.36683	0.98997
0.92902	0.79796
0.06744	0.29698
0.61072	0.33539
0.27336	0.95396
0.95196	0.90732
0.31568	0.11378
0.23040	0.93718
0.91916	0.06327
0.84557	0.23745
0.19470	0.21915
0.22319	0.13273
0.11666	0.19338
0.35603	0.00952
0.66175	0.99204
0.91534	0.90449
0.81690	0.31935
0.00001	0.47379
0.33781	0.02753
0.89489	0.59176
0.85414	0.89505
0.67025	0.75252
0.17538	0.02118
0.46899	0.40993
0.90478	0.15980
0.99990	0.30178
0.24218	0.09982
0.01057	0.31643
0.09175	0.05494
0.74163	0.56548
0.93611	0.77417
0.69376	0.31605
0.85913	0.69289
0.84026	0.53956
